vote,@name-id,@sort-field,@unaccented-name,@party,@state,@role,#text,rollcall-num
Jeffries,S001207,Sherrill,Sherrill,D,NJ,legislator,Sherrill,3
McCarthy,S001148,Simpson,Simpson,R,ID,legislator,Simpson,3
Jeffries,S001208,Slotkin,Slotkin,D,MI,legislator,Slotkin,3
McCarthy,S001195,Smith (MO),Smith (MO),R,MO,legislator,Smith (MO),3
McCarthy,S001172,Smith (NE),Smith (NE),R,NE,legislator,Smith (NE),3
McCarthy,S000522,Smith (NJ),Smith (NJ),R,NJ,legislator,Smith (NJ),3
Jeffries,S000510,Smith (WA),Smith (WA),D,WA,legislator,Smith (WA),3
McCarthy,S001199,Smucker,Smucker,R,PA,legislator,Smucker,3
Jeffries,S001225,Sorensen,Sorensen,D,IL,legislator,Sorensen,3
Jeffries,S001200,Soto,Soto,D,FL,legislator,Soto,3
Jeffries,S001209,Spanberger,Spanberger,D,VA,legislator,Spanberger,3
McCarthy,S000929,Spartz,Spartz,R,IN,legislator,Spartz,3
Jeffries,S001218,Stansbury,Stansbury,D,NM,legislator,Stansbury,3
Jeffries,S001211,Stanton,Stanton,D,AZ,legislator,Stanton,3
McCarthy,S001212,Stauber,Stauber,R,MN,legislator,Stauber,3
McCarthy,S001135,Steel,Steel,R,CA,legislator,Steel,3
McCarthy,S001196,Stefanik,Stefanik,R,NY,legislator,Stefanik,3
McCarthy,S001213,Steil,Steil,R,WI,legislator,Steil,3
McCarthy,S001214,Steube,Steube,R,FL,legislator,Steube,3
Jeffries,S001215,Stevens,Stevens,D,MI,legislator,Stevens,3
McCarthy,S001192,Stewart,Stewart,R,UT,legislator,Stewart,3
Jeffries,S001159,Strickland,Strickland,D,WA,legislator,Strickland,3
McCarthy,S001220,Strong,Strong,R,AL,legislator,Strong,3
Jeffries,S001193,Swalwell,Swalwell,D,CA,legislator,Swalwell,3
Jeffries,S001223,Sykes,Sykes,D,OH,legislator,Sykes,3
Jeffries,T000472,Takano,Takano,D,CA,legislator,Takano,3
McCarthy,T000478,Tenney,Tenney,R,NY,legislator,Tenney,3
Jeffries,T000488,Thanedar,Thanedar,D,MI,legislator,Thanedar,3
Jeffries,T000460,Thompson (CA),Thompson (CA),D,CA,legislator,Thompson (CA),3
Jeffries,T000193,Thompson (MS),Thompson (MS),D,MS,legislator,Thompson (MS),3
McCarthy,T000467,Thompson (PA),Thompson (PA),R,PA,legislator,Thompson (PA),3
McCarthy,T000165,Tiffany,Tiffany,R,WI,legislator,Tiffany,3
McCarthy,T000480,Timmons,Timmons,R,SC,legislator,Timmons,3
Jeffries,T000468,Titus,Titus,D,NV,legislator,Titus,3
Jeffries,T000481,Tlaib,Tlaib,D,MI,legislator,Tlaib,3
Jeffries,T000487,Tokuda,Tokuda,D,HI,legislator,Tokuda,3
Jeffries,T000469,Tonko,Tonko,D,NY,legislator,Tonko,3
Jeffries,T000474,Torres (CA),Torres (CA),D,CA,legislator,Torres (CA),3
Jeffries,T000486,Torres (NY),Torres (NY),D,NY,legislator,Torres (NY),3
Jeffries,T000482,Trahan,Trahan,D,MA,legislator,Trahan,3
Jeffries,T000483,Trone,Trone,D,MD,legislator,Trone,3
McCarthy,T000463,Turner,Turner,R,OH,legislator,Turner,3
Jeffries,U000040,Underwood,Underwood,D,IL,legislator,Underwood,3
McCarthy,V000129,Valadao,Valadao,R,CA,legislator,Valadao,3
McCarthy,V000133,Van Drew,Van Drew,R,NJ,legislator,Van Drew,3
McCarthy,V000134,Van Duyne,Van Duyne,R,TX,legislator,Van Duyne,3
McCarthy,V000135,Van Orden,Van Orden,R,WI,legislator,Van Orden,3
Jeffries,V000130,Vargas,Vargas,D,CA,legislator,Vargas,3
Jeffries,V000136,Vasquez,Vasquez,D,NM,legislator,Vasquez,3
Jeffries,V000131,Veasey,Veasey,D,TX,legislator,Veasey,3
Jeffries,V000081,Velazquez,Velazquez,D,NY,legislator,Velázquez,3
McCarthy,W000812,Wagner,Wagner,R,MO,legislator,Wagner,3
McCarthy,W000798,Walberg,Walberg,R,MI,legislator,Walberg,3
McCarthy,W000823,Waltz,Waltz,R,FL,legislator,Waltz,3
Jeffries,W000797,Wasserman Schultz,Wasserman Schultz,D,FL,legislator,Wasserman Schultz,3
Jeffries,W000187,Waters,Waters,D,CA,legislator,Waters,3
Jeffries,W000822,Watson Coleman,Watson Coleman,D,NJ,legislator,Watson Coleman,3
McCarthy,W000814,Weber (TX),Weber (TX),R,TX,legislator,Weber (TX),3
McCarthy,W000806,Webster (FL),Webster (FL),R,FL,legislator,Webster (FL),3
McCarthy,W000815,Wenstrup,Wenstrup,R,OH,legislator,Wenstrup,3
McCarthy,W000821,Westerman,Westerman,R,AR,legislator,Westerman,3
Jeffries,W000825,Wexton,Wexton,D,VA,legislator,Wexton,3
Jeffries,W000826,Wild,Wild,D,PA,legislator,Wild,3
Jeffries,W000788,Williams (GA),Williams (GA),D,GA,legislator,Williams (GA),3
McCarthy,W000828,Williams (NY),Williams (NY),R,NY,legislator,Williams (NY),3
McCarthy,W000816,Williams (TX),Williams (TX),R,TX,legislator,Williams (TX),3
Jeffries,W000808,Wilson (FL),Wilson (FL),D,FL,legislator,Wilson (FL),3
McCarthy,W000795,Wilson (SC),Wilson (SC),R,SC,legislator,Wilson (SC),3
McCarthy,W000804,Wittman,Wittman,R,VA,legislator,Wittman,3
McCarthy,W000809,Womack,Womack,R,AR,legislator,Womack,3
McCarthy,Y000067,Yakym,Yakym,R,IN,legislator,Yakym,3
McCarthy,Z000018,Zinke,Zinke,R,MT,legislator,Zinke,3
